true	deductive nt	SYDNEYSIEGE : Loud bang heard , five more hostages run from Lindt cafe - WATCH LIVE :	Police swooped into a Sydney cafe Tuesday shortly after five or six hostages were seen running out of a Sydney cafe.
true	??? nt	Only photo I will tweet . CPR being performed on the soldier now . I heard four shots . ottawa	OTTAWA Reuters - A gunman shot and wounded a soldier in Ottawa and then entered the country's parliament buildings chased by police, with at least 30 shots fired, according to media and eyewitness reports on Wednesday. OTTAWA The NHL postponed Wednesday night's game between the OTTAWA Senators and the Toronto Maple Leafs following the shootings on Parliament Hill and at the National War Memorial. Security at the Alberta legislature will be stepped up following the shootings in Ottawa and Parliament Hill on Wednesday, Premier Jim Prentice said.
true	deductive nt	Germanwings ' sorry to confirm ' 144 passengers and 6 crew on board flight 4U9525 when it crashed in French Alps	The crash of Germanwings flight 4U9525 in the French Alps with the presumed loss of 150 lives occurred after an unexplained and relatively smooth eight-minute descent.
true	deductive nt	BREAKING : a Germanwings A320 has crashed in the French Alps with 142 passengers on board @9NewsAUS	The crash of Germanwings flight 4U9525 in the French Alps with the presumed loss of 150 lives occurred after an unexplained and relatively smooth eight-minute descent.
true	deductive nt	Twenty-four-year-old Cpl . Nathan Cirillo was shot dead today at the War Memorial in Ottawa . cdnpoli OttawaShooting	Nathan Cirillo, 24, was shot after a gunman opened fire in the nation's capital just before 10 a.m this morning.
true	deductive nt	DEVELOPING : Police : Shooting near Canadian Parliament ; soldier wounded ; active situation :	Ottawa Police spokesperson Marc Soucy told the CBC that police cannot confirm the number of shooters, just that the number of shooters is more than one.
true	deductive nt	Vision shows three hostage escaping from the Lindt in MartinPlace SydneySiege 	Video: At least five people have now escaped the hostage situation that has been going on for hours Police say a hostage situation in Sydney is over after a swarm of heavily armed police stormed a downtown cafe where a gunman had been holding an unknown number of people.
true	deductive nt	Hostage situation ongoing in Sydney business district . LIVE : UPDATES :	Monday, Australian Eastern Daylight Time, the gunman is holding up a Lindt Chocolate Cafe in Martin Place, a business district in Sydney.
false	deductive	Banksy account joins cartoonists support for CharlieHebdo JeSuisCharlie	However, a spokesperson for Banksy told The Independent: ' Banksy can confirm this is not by Banksy. '
false	???	SydneySiege latest : Reports of an incident at Sydney Opera House	Sydney, Dec 15: The Opera House in Sydney cancelled Monday night's performances in the light of the situation in the central business district here, where over 30 people are being held hostage by a gunman at a cafe.
false	abductive	ChalieHebdo terrorists are held up in a warehouse with hostages . JeSuisCharlie	A hostage being held at a printing shop in Dammartin-en-Goele survived, and people ran out of a kosher grocery store in eastern Paris where hostages were being held.
false	deductive	Banksy ' Instagram tribute to CharlieHebdo victims not posted by artist Pic : Lucille Clerc	This image was posted on a ' banksy ' Instagram account yesterday, but isn't by ' banksy '.
false	deductive	ALERT France's transport minister says distress signal was sent from Germanwings plane - @patthomas , @europe1	The cause of the crash is not known and the plane sent no distress signal during an eight-minute descent.
false	deductive	Banksy says JeSuisCharlie in a beautiful way vi @lukeeve	However, a spokesperson for Banksy told The Independent: ' Banksy can confirm this is not by Banksy. '
false	deductive	Ottawa Police report a third shooting at Rideau Centre , no reports of injuries .	The police had previously reported a third shooting outside the Rideau Centre mall, but retracted that statement.
false	???	French media report the Trocadero near the Eiffel Tower in Paris has been evacuated and police have been deployed there	PARIS Reuters - The Eiffel Tower and the surrounding Champ de Mars park were briefly evacuated on Tuesday because of a bomb alert, the fourth in PARIS...
unverified	unverified	St . Louis : Unarmed teenager MikeBrown was shot ten times by a Ferguson police officer for accusation of shoplifting	The white officer, Thomas Jackson, the police chief in Ferguson, gave a series of incomplete accounts that sowed confusion about whether the officer who shot the teenager knew the officer who shot the teenager was a suspect in the robbery.
false	abductive	Global News camera man reporting shots fired by Chateau Laurier hotel ottawa	AN INVESTIGATION IS under way in Canada after one soldier was killed and shots were fired inside the national parliament building. A Canadian soldier standing guard at the National War Memorial in Ottawa has been shot by an unknown gunman and there are reports of gunfire inside the halls of a Parliament building in Ottawa. OTTAWA - The Ottawa Police Service Sexual Assault Child Abuse Unit is investigating the report of a suspicious incident that occurred on April 29, 2013 at 8: 40 a.m.
false	deductive	Ottawa Police Service : There were ' numerous gunmen ' at the Canada War Memorial shooting . One person was shot .	OTTAWA - Gunfire echoed through the Gothic halls of the Canadian parliament Wednesday as police swarmed in to tackle a gunman who had shot a soldier outside before storming the Canadian parliament. 151; -- A gunman fatally shot a Canadian soldier in an attack near the Parliament in what the prime minster called a ' terrorist ' act. A Canadian soldier was shot at the Canadian War Memorial and a shooter was seen running towards the nearby parliament buildings, where more shots were fired.
false	abductive	Sydney airspace wasn't closed . A second terror suspect wasn't arrested . Myths around sydneysiege debunked .	The suspect, who first took the cafe during Monday morning rush hour, was identified by police as local Muslim cleric Man Haron Monis, who had taken to calling local Muslim cleric Man Haron Monis, who had taken to calling himself ' Sheikh Haron ' Sheikh Haron. ' Officials said local Muslim cleric Man Haron Monis, who had taken to calling himself ' Sheikh Haron died after being shot during the raid. An armed intruder, identified by police as Man Haron Monis, held an ' undisclosed number ' of hostages inside the cafe in central Sydney for 16 hours before police stormed the cafe in central Sydney at about 2: 10am AEDT on Tuesday.
unverified	unverified	The Sydney cafe siege may be part of a larger plot . @Y7News MartinPlaceSiege	An armed gunman has taken an unknown number of hostages at a Sydney cafe in a siege which started on Monday morning. As the siege in Sydney enters the siege in Sydney's eleventh hour, at least five people have escaped from the cafe in the Australian capital where a gunman is holding an undisclosed number of people hostage.
false	???	CharlieHebdo Attack UPDATE : Cartoonists Cabu , Charb , Wolinski die - report	The cartoonists known as Cabu, Tignous and Wolinski were also killed in the attack, AFP news agency quoted a judicial source as saying.
false	deductive	Police say the shooter is on roof of building at Metcalfe and Sparks 1 block from Parliament Hill ottnews cbcott	One gunman shot a soldier at Canada's National War Memorial before facing off with police in the parliament building. A Canadian soldier standing guard at the National War Memorial in Ottawa has been shot by an unknown gunman and there are reports of gunfire inside the halls of a Parliament building in Ottawa. OTTAWA The NHL postponed Wednesday night's game between the OTTAWA Senators and the Toronto Maple Leafs following the shootings on Parliament Hill and at the National War Memorial.
false	deductive	SYDNEY SIEGE : Gunman forces hostages to hold up ISIS flag in window	A gunman overran the Lindt Cafe in Sydney Sunday night and reportedly forced hostages to display a black flag with what appeared to be the shahada, the Muslim creed, in white.
unverified	unverified	BREAKING : Two or three gunmen were involved in shooting at Canada war memorial , Ottawa police say .	Canadian police were investigating a man named as Michael Zehaf-Bibeau as a possible suspect in the shootings, a source familiar with the matter said. A man fatally shot a soldier at Canada's National War Memorial before being killed inside Canada's's Parliament building, in a terror attack that shut down the capital city and stands to change the way Canada's protects Canada's. A Canadian soldier was shot at the Canadian War Memorial and a shooter was seen running towards the nearby parliament buildings, where more shots were fired.
false	abductive	BREAKING : Police source has told The Globe that a second shooter has been shot . OttawaShooting	OTTAWA - Gunfire echoed through the Gothic halls of the Canadian parliament Wednesday as police swarmed in to tackle a gunman who had shot a soldier outside before storming the Canadian parliament. Gunman at Parliament's Centre Block has been shot and killed, Conservative MP Bernard Trottier tweeted at 10: 30 a.m.
false	deductive	 No survivors ' in Germanwings crash says French transport minister adding it crashed after pilot issued distress signal in good weather	The New York Times report has prompted widespread suggestions that the pilot inside the cockpit flew the plane into the ground deliberately. - After plunging for eight minutes, according to Germanwings, the plane crashes at 1500 metres 4900 feet altitude in a difficult mountainous terrain.
false	deductive	The Germanwings co-pilot was not a Muslim , so he could not have been a terrorist . He was depressed .	The co-pilot of Germanwings Flight 4U 9525 appears to have deliberately crashed Germanwings Flight 4U 9525 into the French Alps after the pilot had left the cockpit, Marseille prosecutor Brice Robin said at a news conference Thursday.
false	deductive nt	An ISIS ' lonewolf ' has taken around 30 people hostage in a Sydney and demanded to talk to the PM , according to Australian media reports .	Around 15 people were taken hostage before five so far have been released
false	deductive nt	142 PEOPLE ON BOARD GERMANWINGS AIRBUS A320 THAT CRASHED IN SOUTHERN FRANCE	More from NBC News: Germanwings Airbus A320 Crashes in France, 150 Feared Dead Germanwings Airbus A320 Crash: What Might Have Happened to Germanwings Airbus A320 ? President Hollande: A New Aviation Tragedy
unverified	unverified nt	Police in Ottawa are searching for suspected gunmen who shot a solider and fired shots in Parliament this morning .	Police were searching for gunmen after a soldier was shot at the war memorial and shots were fired inside Canada's legislative building.
false	deductive nt	BREAKING NEWS : A SIXTH HOSTAGE HAS NOW ESCAPED FROM THE CAFE IN SYDNEY .	SYDNEY Five people escaped from a SYDNEY cafe where a gunman took an unknown number of hostages during Monday morning rush hour.
false	deductive nt	CHARLIEHEBDO Shooting Wrap-up : 12 dead , 3 gunmen at large , Paris on high terrorist alert	Minutes later, the attackers would burst into the Charlie Hebdo office and shoot dead 10 of those in the Charlie Hebdo office.
false	deductive nt	The first person killed in Charlie Hebdo attacks was Muslim police officer	The officer, Ahmed Merabet, was the second police officer to be killed that day; another officer assigned to protect Charlie Hebdo's editorial director was also killed. PARIS The French police officer whose point-blank murder by suspected Islamist extremists on a Paris street was caught on video was a Muslim, according to a colleague.
false	deductive nt	MORE Airbus A320 that crashed in southern France operated by Germanwings , carrying 142 passengers , 2 pilots , 4 crew	An Airbus A320 with 142 passengers and 8 crewmembers today crashed in Digne region, southern France.
false	deductive nt	Approximately 50 hostages may be held captive at Lindt cafe - local reports sydneysiege	The self-styled Islamic preacher who held at least 17 people hostage in a Lindt Cafe on Sydney's Martin Place today is dead, as well as two of at least 17 people, police have confirmed.
false	abductive nt	Sydney cafe siege : Two gunmen and up to a dozen hostages inside the cafe under siege in Martin Place , Sydney . ISIS flags remain in display .	Three people are dead after police stormed the Lindt chocolate cafe in Sydney's Martin Place, where Man Haron Monis allegedly held 17 hostages for hours.
unverified	unverified	Mike Brown was staying with his grandmother for the summer , who lived in the community . Ferguson	Ferguson, Missouri Police Chief Thomas Jackson named the officer who shot and killed Michael Brown in Ferguson, Missouri Missouri Saturday, August 9, 2014 is Darren Wilson. Jackson first indicated that the officer stopped Brown in response to a callout over police radio describing Brown for the robbery.
unverified	unverified	SYDNEYSIEGE : Hostage-takers have suicide belts , demand radio convo with Abbott ' - report	The captor and two hostages died during the confrontation and four other people were wounded, the New South Wales Police said Tuesday morning. Gunman Man Haron Monis, 50, was killed during a confrontation with police in the cafe, He told reporters. -- By early evening, after initial reports that only a few people were hurt, police said 12 people, plus the gunman, were killed in a shooting rampage.
unverified	unverified	A bomb detection robot has entered the MartinPl cafe . SydneySiege 9News	The self-styled Islamic preacher who held at least 17 people hostage in a Lindt Cafe on Sydney's Martin Place today is dead, as well as two of at least 17 people, police have confirmed.
unverified	unverified	The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem . ferguson	Police ID the officer who fired fatal shot as Darren Wilson; chiefs calls the officer who fired fatal shot ' gentleman ' An officer shot a man who reportedly pointed a handgun at An officer as demonstrations continued in the wake of Michael Brown's fatal shooting in a St. Louis suburb. Police in Ferguson, Missouri, once charged a man with destruction of property for bleeding on Police in Ferguson, Missouri's uniforms while four of Police in Ferguson, Missouri allegedly beat a man.
unverified	unverified	Lets bomb nurseries w White Babies ! ? FBI : NBP leader inciting violence in Ferguson tcot	President Barack Obama has condemned the violence in Ferguson, Missouri, criticizing the use of excessive force by police trying to temper riots that have rocked Ferguson, Missouri for days.
unverified	unverified	Good news is Canadian gov't successfully prevented Zehaf-Bebeau from joining ISIS abroad . Bad news is he waged jihad in Ottawa today .	 We are shocked and deeply saddened by today's tragic events on Parliament Hill and in downtown Ottawa, ' We said in the statement. It is perhaps absurd after years of war abroad and threats of reprisals at home that events in Ottawa struck with such shock and bewilderment, but imagery of Wednesday's armed assault on Parliament Hill was vivid and horrifying: a soldier shot dead while doing honorable duty at the graceful National War Memorial; Cabinet members barricading their wood-paneled caucus door with plush, green upholstered chairs; fretful tourists cowering beside the landmark Peace Tower; and officers stalking the marble halls of Parliament with guns drawn, releasing a fearsome fusillade at an armed attacker.
unverified	unverified	Possible ' robbery ' took place and BAM ! Like magic it's as if another UNARMED black youth being murdered has been forgotten smh Ferguson	Another thing worth noting is that the threshold for being offended is a very important tool for judging and ranking white people.
unverified	unverified	NEW DEVELOPMENT : Pentagon supplied St . Louis County police with military-grade weapons . Ferguson	a policeman in Ferguson, a policeman in Ferguson said of a policeman in Ferguson Wednesday, has more personal body armor and weaponry than a policeman in Ferguson did while invading Iraq.
unverified	unverified	France's most talented cartoonists : Cabu , Wolinski , Charb , Tignous died in CharlieHebdo attack	According to Charlie Hebdo's lawyer, four cartoonists were killed by the masked gunmen: Cabu, Wolinski, Tignous and Charb, the pen name of Stephane Charbonnier, also the chief editor at Charlie Hebdo's. Stephane Charbonnier, the editorial director of French satirical magazine Charlie Hebdo, was killed along with 11 others in a horrifying attack in Paris on Wednesday.
unverified	unverified	BREAKING : Gunfire reported in French town as police hunt suspects in CharlieHebdo attack More soon at :	The authorities had been hunting three suspects in the attack; three suspects were reportedly identified by police late Wednesday, and multiple French media outlets, citing a police bulletin, say three suspects are three suspects.
unverified	unverified	Reports that the Jewish community in France going in to lockdown . Shops , synagogues , schools etc . ParisShooting CharlieHebdo	The two brothers suspected of the Charlie Hebdo terror attacks are killed, after being surrounded by police at an industrial estate in north east of Paris, according to reports in France.
unverified	unverified	Interesting that MouradHamydInnocent is trending , started by classmates who say suspect Mourad was in class at time of CharlieHebdo attack	Two armed suspects wanted over the Charlie Hebdo killings were last night being pursued through woodland as a huge manhunt closed in on a forest.
unverified	unverified	17 year old unarmed kid shot ten times by police for stealing candy . I didn't know that was punishable by death . read the ferguson tag	Local police claim 18-year-old Michael Brown, who was unarmed when he was shot by a police officer may have reached for a police officer's weapon. Two years after the Michael Brown shooting, take a look back at the fury and frustration caused by Michael Brown's death and the change the Michael Brown shooting created.
unverified	unverified	All weekend ppl will be talking about the ' robbery ' instead of the shooting bc Ferguson PD didn't release any info about the shooting .	The release of the officer's name has been a core demand of protesters in Ferguson since Brown was killed on Saturday, August 9.
unverified	unverified	So , to sum up : 1 Darren Wilson KNEW NOTHING of the robbery , 2 shot MikeBrown over jaywalking , and 3 was allowed to escape Ferguson .	Ferguson, Missouri Police Chief Thomas Jackson named the officer who shot and killed Michael Brown in Ferguson, Missouri Missouri Saturday, August 9, 2014 is Darren Wilson. - The officer encounters Michael Brown and a friend as Michael Brown and a friend walk down a street. Michael Brown, an unarmed black teenager, was shot dead on August 9 by Darren Wilson, a white police officer.
unverified	unverified	US evacuated Consulate in Sydney after sydneysiege . Emergency warning to U.S . citizens urging them to ' maintain high level of vigilance ' .	hostages at the Lindt Chocolate cafe in Martin Place, a major shopping and pedestrian thoroughfare near the Sydney Opera House in the central business district of the city. The Sydney Opera House was also evacuated in reponse to the situation unfolding on Martin Place.
unverified	unverified	ISIS just claimed responsibility for CharlieHebdo attack and announced more attacks . ' US and UK are on the list for tomorrow. '	151; -- An al Qaeda affiliate has claimed responsibility for the deadly attack on a French satirical magazine that killed 12 people, claiming 12 people were in response to ' blasphemy. '
unverified	unverified	I'm NOT believing this story because I know how the police lie and will keep lying and will organize together AND LIE . MIKEBROWN Ferguson	Residents in Ferguson, and Brown's family, have accused the police of deliberately timing the release of surveillance video of the alleged robbery to shift the blame to Brown's, and the latest revelations are unlikely to quiet that suspicion.
unverified	unverified	BREAKING : Paris prosecutor : Gunman with hostages in kosher market in eastern Paris ; police SWAT on scene . 	French police said Friday that a gunman who had been holding people hostage in a kosher market in eastern Paris was dead, CBS News correspondent Elizabeth Palmer reports from Paris.
unverified	unverified	Police seen in Longpont , a village near to a petrol station reportedly robbed by the two CharlieHebdo suspects .	The suspicion arose early Friday after police identified a suspect in the killing of the policewoman and had taken two people in his immediate circle into custody, according to a source close to the investigation.
unverified	unverified nt	Witnesses say as many as 50 shots fired at Parliament Hill . Gunfire reported within the Parliament building . ottawa 	Witnesses in the Canadian capital, Ottawa, say the gunman then ran into the main Parliament building, where dozens of shots were fired. The gunman reportedly ran towards Parliament Hill, which is currently under lockdown and surrounded by security.
unverified	unverified nt	BREAKING : Ottawa Civic Hosp official says TWO NEW PATIENTS are enroute to hospital . 1 w gunshot wounds . Both stable . @ctvottawa ottnews	Conservative Minister of Employment and Social Development and Minister for Multiculturalism Jason Kenny announced on Twitter that the soldier shot at the National War Memorial had died, even as the hospital treating the soldier refused to confirm the death. OTTAWA Reuters - A gunman shot and wounded a soldier in Ottawa and then entered the country's parliament buildings chased by police, with at least 30 shots fired, according to media and eyewitness reports on Wednesday.
unverified	unverified nt	SIEGE ERUPTS : At least 7 Hostages released . Police fire live ammunition as they move into building . sydneysiege	Police refused to say how many hostages were inside the cafe, what Police believed the gunman's motives might be, whether the gunman's had made any demands or whether the hostages who fled the cafe escaped or were released.
unverified	unverified nt	Just did a google map search . There are 2 Quick Trips in Ferguson and they are on opposite ends of the town . Did MikeBrown teleport ?	More generally, business owners are used to being in charge, and they don't want to be hassled by people they have come to think of as mere employees, not as breadwinners for their families or citizens of the same city and country. Talking to people on Twitter about Mike Brown and what's happening in Ferguson right now, I've noticed again how easily folks get distracted when Black people are murdered by the police. Residents in Ferguson, and Brown's family, have accused the police of deliberately timing the release of surveillance video of the alleged robbery to shift the blame to Brown's, and the latest revelations are unlikely to quiet that suspicion.
unverified	unverified nt	Americans are 8 times more likely to be killed by a police officer than by a terrorist . Ferguson	Local police claim 18-year-old Michael Brown, who was unarmed when he was shot by a police officer may have reached for a police officer's weapon.
unverified	unverified nt	Ottawa hospital confirms it's treating 3 OttawaShooting victims - 2 in stable condition	One victim was taken to a London hospital in stable condition, but suffering from serious injuries.
unverified	unverified nt	Paris police : 10 dead , 5 injured at CharlieHebdo shooting	French police were deployed en masse throughout Paris and several other parts of the country on Saturday where French police successfully enforced a ban on protests against a US-made film and cartoons published by French magazine Charlie Hebdo ridiculing the Prophet Mohammed, detaining at least 21 people in Paris.
unverified	unverified nt	ferguson has had ZERO homicides in the last year . ' Black on black crime is our real problem ' folks where y'all at ?	Witnesses said the black Ferguson, Mo., teen was unarmed and had the black Ferguson, Mo., teen's hands up.
unverified	unverified nt	I'm not retweeting the pic of MikeBrown's body , but evidently he lost the hat and changed his shoes and shorts . And lost 40 lbs . Ferguson	Prior to Thursday morning, there were at least four different police departments on the ground in Ferguson at any given time: the Ferguson police themselves, the St. Louis County police where Ferguson is located, police from the City of St. Louis, and police from the Missouri Highway Patrol. A witness stated police pulled up to he and a friend and said Get the fuck on the sidewalk. It was a warm day, and he wore denim shorts, a black-and-white pin-striped shirt, and black sneakers.
unverified	unverified nt	Canadian authorities ' were aware of potential Isis-style attacks for weeks ' OttawaShooting	The overarching goal of the Strategy is: to counter domestic and international terrorism in order to protect Canada, Canadians and Canadian interests.
